a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
Q8TBB5	1	520	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	5	0	17	0	0	0	0	10	0	0
Q8TDD1	1	881	N	0	0	0	0	15	15	17	13	0	0	0	0	0	0	0	0	10	9	11	17	0	0	0	0	0	16	0	0	1	11	0	0	18	0	13	0
Q8TDN6	1	353	N	0	0	0	0	10	12	12	15	0	0	0	0	0	0	0	0	13	16	14	14	0	0	0	0	0	16	0	0	0	19	0	0	15	0	17	0
Q8TEA8	1	209	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Q8TED0	1	518	N	0	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	7	0	0	0	0	0	0	7	0	0	0
Q8WTT2	1	800	N	0	0	0	0	17	20	15	16	0	0	0	0	0	0	0	0	14	17	17	15	0	0	0	0	0	15	0	0	0	16	0	0	16	0	20	0
Q8WU90	1	426	N	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	1
Q8WUA2	1	492	N	15	12	12	11	8	7	12	11	19	12	10	13	12	14	25	17	10	12	12	21	4	8	12	13	14	7	30	11	41	10	14	22	6	33	7	19
Q8WUM4	1	868	N	0	2	2	1	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	2
Q8WUQ7	1	758	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0
Q8WVD3	1	245	N	0	0	0	0	2	0	0	0	3	0	0	1	0	2	3	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1
Q8WVK2	1	155	N	20	24	23	26	20	20	17	17	22	20	25	27	24	31	28	28	18	20	19	25	24	25	29	27	24	15	21	20	23	14	20	29	19	23	16	26
Q8WVM8	1	642	N	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
Q8WVV9	1	542	N	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0
Q8WWK9	1	683	N	0	1	1	1	0	2	1	2	3	0	1	1	2	2	1	0	1	1	2	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1
Q8WWL7	1	1395	N	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WWM7	1	1075	N	9	8	9	7	6	7	2	4	7	5	8	12	6	3	7	4	2	4	3	6	2	5	4	4	5	4	2	7	4	5	7	6	8	6	5	9
Q8WWX9	1	145	N	1	2	3	2	0	0	0	2	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1
Q8WX93	1	1383	N	1	1	2	0	2	1	0	1	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WXA9	1	508	N	0	0	0	0	0	0	1	0	4	2	2	3	0	0	8	1	0	0	1	4	0	0	0	1	0	0	7	0	14	0	1	2	0	11	0	0
Q8WXX5	1	260	N	1	1	1	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Q8WYA0	1	676	N	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WZ42	1	34350	N	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Q92499	1	740	N	2	0	0	0	3	4	0	0	1	0	1	0	0	0	1	1	0	0	2	5	0	0	1	0	0	3	0	0	0	1	1	0	5	0	1	0
Q92522	1	213	N	0	0	0	0	17	16	13	10	0	0	0	0	0	0	0	0	13	10	14	13	0	0	0	0	0	13	0	0	0	15	0	0	16	0	12	0
Q92552	1	414	N	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q92576	1	2039	N	0	0	0	0	0	1	0	0	0	0	1	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q92841	1	729	N	8	11	13	13	24	23	9	10	8	6	9	13	10	13	10	12	14	13	18	18	7	8	12	9	9	18	9	9	10	16	10	7	22	9	12	9
Q92900	1	1129	N	0	0	0	0	2	1	5	2	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
Q92945	1	711	N	17	23	24	23	14	14	12	15	18	19	24	18	13	14	19	24	13	14	13	13	10	14	12	11	14	15	14	23	17	15	22	20	11	18	13	18
Q92947	1	438	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969H8	1	173	N	1	1	1	2	0	0	0	0	1	2	2	2	1	2	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0
Q969J3	1	196	N	0	0	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0
Q969Q0	1	106	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Q96A33	1	483	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96AG4	1	307	N	2	0	0	0	4	6	0	2	3	2	1	0	0	1	9	3	0	2	0	7	0	0	0	0	1	1	10	0	14	4	1	10	2	13	5	1
Q96B26	1	276	N	0	0	0	0	2	1	3	2	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
Q96B45	1	105	N	0	0	0	0	13	7	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	12	0	0	0	0	0	0	14	0	0	0
Q96BD8	1	255	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Q96BH1	1	459	N	0	0	0	1	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
Q96BJ3	1	306	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	7	1	0	0	0	8	0	0
Q96BK5	1	328	N	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Q96BR5	1	231	N	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Q96C01	1	138	N	0	0	4	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
Q96C36	1	320	N	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
Q96C57	1	262	N	1	2	0	1	1	0	0	0	5	0	1	4	0	0	8	3	0	3	0	4	0	0	1	2	1	1	8	0	13	0	2	4	0	12	2	3
Q96CP2	1	140	N	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
Q96CT7	1	223	N	6	5	5	10	6	5	4	4	10	5	5	6	3	4	26	11	3	5	6	20	4	7	7	11	7	5	21	3	38	3	8	17	4	28	5	10
Q96DI7	1	357	N	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q96DT6	1	458	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Q96E11	1	262	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	7	0	0	0	5	1	0	9	0	14	0	0	0	0	10	0	4
Q96E40	1	222	N	0	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	2	1	1	1	1	1	0	2	1	2	1	0	2	0	1
Q96EI5	1	215	N	1	3	6	7	2	2	2	0	4	3	4	3	3	0	1	3	1	0	1	0	0	5	3	0	0	0	0	1	0	1	1	2	1	0	0	2
Q96EK6	1	184	N	4	3	3	3	1	3	0	1	4	4	6	3	2	3	1	2	0	0	0	0	1	1	0	2	2	3	4	2	3	1	5	6	1	2	2	4
Q96EK7	1	910	N	2	1	0	0	1	3	0	1	1	0	3	4	0	2	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0
Q96EP5	1	407	N	0	3	1	0	3	2	0	0	2	0	0	2	0	2	1	2	0	0	0	1	0	2	1	1	1	1	2	0	1	0	1	1	1	1	0	2
Q96EV2	1	1170	N	0	0	1	5	3	4	1	1	4	3	6	8	3	1	4	2	1	0	1	2	0	0	0	1	1	2	2	2	1	3	2	0	2	4	0	2
Q96EY1	1	480	N	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0
Q96EY4	1	203	N	6	7	8	9	4	3	4	5	6	4	5	6	7	6	8	8	5	5	7	7	5	6	8	7	8	3	8	7	9	4	7	4	5	10	5	7
Q96EY7	1	689	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q96EY8	1	250	N	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96F45	1	646	N	2	2	0	2	1	2	0	2	2	1	2	1	1	2	0	2	0	2	3	1	0	0	1	2	0	2	2	2	0	2	3	2	2	0	1	2
Q96FJ2	1	89	N	0	0	0	0	4	5	7	7	0	0	0	0	0	0	0	0	4	5	4	4	0	0	0	0	0	4	0	0	0	5	0	0	5	0	5	0
Q96FZ2	1	354	N	2	1	1	0	0	0	0	1	0	1	3	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Q96G61	1	164	N	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96GA3	1	475	N	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	1	1	9	8	0	0	0	0	0	6	0	0	0	2	0	0	3	0	2	0
Q96GQ7	1	796	N	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	5	0
Q96GX5	1	879	N	0	0	0	0	2	2	1	2	2	0	0	0	0	1	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0
Q96H79	1	300	N	7	6	13	17	12	9	3	5	14	13	13	12	6	10	6	9	4	7	5	5	6	13	9	9	9	4	9	14	7	10	14	12	7	9	5	14
Q96HA1	1	1249	N	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0
Q96HR8	1	494	N	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96HS1	1	289	N	0	0	2	1	7	8	11	5	2	7	0	0	0	0	3	0	3	3	7	10	0	0	0	0	0	10	1	1	0	10	1	2	9	0	7	3
Q96I24	1	572	N	49	57	49	56	53	56	49	52	51	53	55	52	45	52	51	47	45	47	54	52	38	47	44	42	48	54	55	49	61	50	47	56	54	54	49	45
Q96I25	1	401	N	19	26	31	22	27	27	29	22	27	31	30	28	20	25	26	26	23	27	22	23	16	25	27	26	30	28	25	25	23	25	36	25	27	25	26	31
Q96IX5	1	58	N	0	0	0	0	0	0	0	0	6	6	0	0	0	0	6	7	0	0	3	2	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0
Q96IZ6	1	378	N	1	1	2	2	0	1	1	1	0	2	1	2	2	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0
Q96IZ7	1	334	N	1	2	2	0	1	3	0	0	7	2	6	4	1	3	6	3	1	2	0	2	1	3	3	4	2	3	5	3	13	0	5	7	3	11	1	4
Q96J01	1	351	N	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	2	1	0	3	2	1	2	1	0	0	0	1	2	1	0	0	0	1
Q96K37	1	410	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Q96KR1	1	1074	N	0	0	0	0	9	8	5	5	0	0	0	0	0	0	0	0	2	3	6	5	0	0	0	0	0	3	0	0	0	6	0	0	4	0	3	0
Q96LB3	1	600	N	5	4	4	5	3	2	4	4	1	6	3	1	3	2	2	3	0	1	0	0	0	1	3	2	4	3	2	3	5	3	3	5	0	3	2	0
Q96MD7	1	179	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	5	0	0	0	0	4	0	0
Q96ME7	1	567	N	0	0	0	0	12	11	9	14	0	0	0	0	0	0	0	0	6	8	13	5	0	0	0	0	0	7	0	0	0	11	0	0	11	0	10	0
Q96MN5	1	208	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0
Q96NC0	1	199	N	2	0	0	0	0	0	0	0	2	0	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	11	0	0
Q96NU1	1	681	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q96PD4	1	163	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q96PK6	1	669	N	0	0	0	0	14	11	1	2	0	0	2	1	0	2	0	0	0	1	9	9	0	0	0	0	0	12	1	0	0	2	0	2	10	1	6	2
Q96QR8	1	312	N	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	2	0	0	0	2	0	0	2	0	2	0
Q96RQ3	1	725	N	54	58	51	42	41	43	42	43	53	53	61	73	59	59	47	50	39	41	30	36	45	46	53	55	58	42	43	50	50	39	62	46	37	55	44	52
Q96SB4	1	655	N	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0
Q96SZ5	1	270	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96T17	1	732	N	4	5	8	7	6	7	5	7	4	8	8	12	9	10	6	7	4	6	6	7	2	3	6	6	7	4	5	4	5	8	5	5	5	7	7	5
Q96T37	1	977	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	0
Q99439	1	309	N	6	4	4	4	2	5	3	3	5	4	4	4	4	5	1	3	1	2	2	3	0	5	3	4	5	2	0	4	0	2	4	4	2	2	3	4
Q99459	1	802	N	0	0	0	0	15	20	15	20	0	0	0	0	0	0	0	0	13	12	14	13	0	0	0	0	0	10	0	0	0	24	0	0	18	0	17	0
Q99496	1	336	N	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99497	1	189	N	58	64	68	67	62	58	58	55	59	64	58	65	50	56	66	54	57	51	57	53	51	55	52	51	58	57	62	59	60	59	61	57	57	57	60	54
Q99575	1	1024	N	0	0	0	0	1	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q99615	1	494	N	0	0	0	1	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1
Q99623	1	299	N	3	1	5	1	9	9	9	5	5	3	2	4	0	0	7	5	1	2	6	8	2	2	2	6	8	8	6	2	2	9	5	9	8	1	6	4
Q99661	1	725	N	0	0	1	0	3	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Q99714	1	261	N	4	1	6	6	2	0	2	1	4	0	2	6	3	2	1	1	0	0	2	2	0	1	1	2	3	3	0	4	1	2	5	3	4	1	0	4
Q99729	1	332	N	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	5	0
Q99757	1	166	N	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Q99848	1	306	N	0	0	0	0	17	18	15	20	0	0	0	0	0	0	0	0	17	17	15	10	0	0	0	0	0	15	0	0	0	18	0	0	14	0	17	0
Q99873	1	361	N	2	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	2
Q99942	1	180	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q99959	1	881	N	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99986	1	396	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
Q9BQ04	1	359	N	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
Q9BQ39	1	737	N	0	0	0	0	20	22	12	16	0	0	0	0	0	0	0	0	13	3	17	11	0	0	0	0	0	13	0	0	0	12	0	0	14	0	11	0
Q9BQ61	1	176	N	2	2	3	1	0	0	2	1	2	3	2	3	2	0	2	2	2	1	1	0	0	1	0	0	0	1	0	1	4	1	2	0	1	0	0	3
Q9BQ67	1	446	N	0	0	0	0	10	10	11	10	0	0	0	0	0	0	0	0	9	4	7	9	0	0	0	0	0	7	0	0	0	10	0	0	7	0	16	0
Q9BQ69	1	325	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	6	0	0
Q9BQ70	1	676	N	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	4	0
Q9BQ75	1	279	N	0	0	0	0	0	0	2	2	1	0	0	0	0	0	2	0	2	0	1	5	0	0	0	0	0	1	5	0	8	0	0	1	0	5	2	0
Q9BQD3	1	176	N	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
Q9BQE3	1	449	N	4	3	6	6	3	5	4	4	8	6	5	1	4	2	8	5	4	2	5	2	4	2	3	1	3	4	6	5	2	4	4	7	5	5	4	7
Q9BQG0	1	1328	N	0	0	0	0	42	43	38	43	1	0	0	0	0	0	0	0	33	36	39	39	0	0	0	0	0	35	0	0	0	44	0	0	43	0	45	0
Q9BRA2	1	123	N	2	1	2	2	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q9BRJ6	1	194	N	0	0	0	0	7	9	9	10	0	0	0	0	0	0	0	0	13	13	8	5	0	0	0	0	0	6	0	0	0	13	0	0	4	0	10	0
Q9BRJ7	1	211	N	6	3	5	5	4	5	3	4	2	4	5	4	5	7	4	4	3	4	3	3	3	6	5	5	5	2	2	4	2	2	5	0	2	5	6	4
Q9BRP1	1	358	N	6	3	5	8	1	1	0	6	4	4	3	3	1	2	2	3	2	1	3	2	2	4	4	4	3	2	1	1	3	6	3	3	2	2	3	2
Q9BRP8	1	204	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0
Q9BRS2	1	568	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	2	0	0	2	2	0	0	0	0	0	0	7	0	14	0	0	0	0	10	0	0
Q9BRT6	1	129	N	0	0	0	0	5	4	4	4	0	0	0	0	0	0	0	0	5	4	4	4	0	0	0	0	0	4	0	0	0	3	0	0	5	0	5	0
Q9BRX2	1	385	N	13	13	16	16	11	11	13	15	12	11	14	15	11	16	13	13	12	12	10	9	11	13	12	10	12	9	11	14	14	9	15	11	7	11	10	11
Q9BSC4	1	688	N	0	0	0	0	2	0	7	10	0	0	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0
Q9BSD7	1	190	N	7	6	10	8	11	11	7	10	7	9	10	8	6	6	6	4	4	7	6	5	3	8	6	6	7	8	7	8	4	11	4	6	5	5	8	7
Q9BSH4	1	297	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	2	0	0
Q9BT17	1	334	N	0	0	0	0	2	2	0	0	0	0	1	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Q9BT22	1	464	N	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BTE3	1	642	N	3	1	3	2	2	2	2	1	3	3	3	3	2	0	0	0	1	0	2	1	0	2	1	1	1	2	0	1	0	0	0	2	0	0	0	0
Q9BTE7	1	237	N	4	2	1	3	6	2	2	3	5	4	8	1	3	0	4	3	2	1	3	1	2	2	4	3	1	4	1	3	0	3	2	2	4	3	2	1
Q9BU76	1	263	N	8	13	12	11	13	11	9	10	7	10	16	13	17	13	15	15	8	8	10	14	10	13	16	16	13	14	11	9	10	9	16	7	12	16	11	11
Q9BUF5	1	446	N	0	0	6	2	0	0	0	0	4	8	1	1	0	0	5	8	0	0	1	1	2	4	0	0	1	0	5	2	0	0	0	8	0	0	0	4
Q9BUJ2	1	856	N	0	0	0	0	72	66	11	14	0	0	0	0	0	0	0	0	11	14	64	68	0	0	0	0	0	69	0	0	0	16	0	0	59	0	14	0
Q9BUQ8	1	820	N	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	5	0	0	0	1	0	0	3	0	3	0
Q9BV38	1	432	N	0	0	0	0	1	3	3	4	0	0	0	1	0	0	0	0	3	2	3	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	3	0
Q9BV57	1	179	N	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BV68	1	326	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q9BV86	1	223	N	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q9BVI4	1	516	N	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Q9BVJ6	1	771	N	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9BVP2	1	549	N	0	0	0	0	18	16	20	22	0	0	0	0	0	0	0	0	20	13	15	15	0	0	0	0	0	6	0	0	0	18	0	0	12	0	20	0
Q9BW19	1	673	N	1	3	1	1	2	2	0	2	2	1	2	2	2	0	2	1	1	2	1	2	0	0	2	1	1	0	0	0	0	1	0	1	0	0	0	0
Q9BW62	1	490	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BW83	1	186	N	0	0	0	0	0	0	0	0	7	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	6	0	0	0	0
Q9BWE0	1	567	N	0	0	1	0	2	0	0	0	2	0	1	0	0	0	3	2	1	2	0	4	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0
Q9BWF3	1	364	N	0	0	0	0	9	11	0	0	0	0	0	0	0	0	0	0	1	1	10	10	0	0	0	0	0	9	0	0	0	2	0	0	6	0	2	0
Q9BWJ5	1	86	N	0	0	0	0	3	4	0	1	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0
Q9BWS9	1	393	N	0	4	1	4	6	4	2	2	5	2	3	4	6	2	6	1	1	0	2	2	0	2	1	3	3	2	4	3	6	2	3	4	3	3	0	3
Q9BX10	1	602	N	0	1	0	0	2	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Q9BXS6	1	441	N	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	0	0	0	0	5	0	0	1	3	0	0	4	0	2	0
Q9BY42	1	306	N	5	5	5	5	8	4	7	5	2	3	7	7	5	5	4	3	1	4	5	2	0	1	2	2	3	3	3	2	5	4	2	3	3	2	3	3
Q9BY44	1	585	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0
Q9BYB4	1	327	N	7	6	9	7	2	5	8	6	11	8	8	9	6	10	10	8	6	5	3	2	7	7	6	7	6	4	10	9	9	7	9	11	6	9	7	7
Q9BYC8	1	188	N	4	5	2	4	5	5	4	3	7	5	4	6	6	6	6	5	3	3	4	4	4	4	4	5	5	1	7	7	5	3	5	6	5	3	2	6
Q9BYG3	1	293	N	0	0	0	0	2	4	5	6	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	1	0	3	0
Q9BYN8	1	205	N	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q9BZE4	1	634	N	0	0	0	0	18	21	14	18	0	0	0	0	0	0	0	0	11	18	24	22	0	0	0	0	0	18	0	0	3	15	0	0	18	0	17	0
